District_Name,Crop_Year,Season,Temperature_Avg,Temperature_Min,Temperature_Max,Rainfall_Precipitation,Relative_Humidity,Solar_Radiation,Wind_Speed,Soil_Moisture
NAMAKKAL,2007,Rabi,27.23,22.96,31.49,607.16,79.7,15.48,8.93,25.29
NAMAKKAL,2007,Whole Year,30.5,23.5,37.5,819.29,70.0,21.96,10.64,25.0
NAMAKKAL,2007,Summer,33.75,26.5,41.01,81.63,45.48,25.28,7.55,17.39
NAMAKKAL,2008,Kharif,29.27,23.5,35.04,315.27,79.4,18.96,11.82,24.84
NAMAKKAL,2008,Rabi,26.63,20.96,32.29,405.34,77.68,15.5,11.28,27.73
NAMAKKAL,2008,Whole Year,30.5,23.5,37.5,857.99,70.0,19.02,11.66,25.0
NAMAKKAL,2008,Summer,34.09,25.61,42.57,39.49,46.21,23.63,11.01,16.73
NAMAKKAL,2009,Kharif,29.19,23.08,35.3,315.11,71.59,20.77,15.53,28.17
NAMAKKAL,2009,Rabi,27.74,22.65,32.84,361.01,82.11,18.91,12.63,31.95
NAMAKKAL,2009,Whole Year,30.5,23.5,37.5,764.51,70.0,19.55,10.78,25.0
NAMAKKAL,2009,Summer,32.06,25.13,38.99,93.95,58.44,24.98,10.9,14.07
NAMAKKAL,2010,Kharif,30.18,23.47,36.89,471.79,82.98,19.71,13.4,33.31
NAMAKKAL,2010,Rabi,27.58,22.61,32.55,532.1,82.57,17.31,9.98,41.94
NAMAKKAL,2010,Whole Year,30.5,23.5,37.5,1152.93,75.0,20.24,13.91,31.25
NAMAKKAL,2010,Summer,32.05,26.32,37.79,129.35,51.25,23.02,11.41,17.14
NAMAKKAL,2011,Kharif,30.55,24.91,36.2,578.51,75.95,20.76,11.12,37.09
NAMAKKAL,2011,Rabi,26.98,22.68,31.28,777.01,88.73,17.3,8.64,38.07
NAMAKKAL,2011,Whole Year,30.5,23.5,37.5,1397.19,75.0,20.84,9.99,31.25
NAMAKKAL,2011,Summer,33.69,25.19,42.19,91.46,52.22,22.25,9.31,14.17
NAMAKKAL,2012,Kharif,30.6,23.32,37.88,463.1,72.55,20.55,17.27,28.47
NAMAKKAL,2012,Rabi,27.08,22.78,31.39,603.32,78.66,15.75,12.41,33.8
NAMAKKAL,2012,Whole Year,30.5,23.5,37.5,812.01,70.0,19.75,13.5,25.0
NAMAKKAL,2012,Summer,34.71,26.97,42.45,25.55,58.57,25.88,8.24,11.69
NAMAKKAL,2013,Kharif,29.74,23.31,36.17,335.02,75.71,22.05,16.9,22.44
NAMAKKAL,2013,Rabi,27.14,21.25,33.03,345.12,81.1,15.13,10.05,26.72
NAMAKKAL,2013,Whole Year,30.5,23.5,37.5,942.52,70.0,19.57,12.95,25.0
NAMAKKAL,2013,Summer,34.15,26.76,41.55,30.82,53.36,25.14,7.81,15.64
PERAMBALUR,1997,Kharif,29.29,23.09,35.49,257.64,72.15,22.51,15.32,28.28
PERAMBALUR,1997,Rabi,27.17,20.62,33.72,347.7,80.9,18.56,12.66,27.49
PERAMBALUR,1997,Whole Year,30.5,23.5,37.5,1057.86,70.0,19.88,11.05,25.0
PERAMBALUR,1997,Summer,34.47,26.63,42.31,30.3,45.09,23.48,10.55,10.97
PERAMBALUR,1998,Kharif,29.09,24.02,34.16,451.55,71.7,21.71,17.16,21.94
PERAMBALUR,1998,Rabi,26.52,21.47,31.57,330.45,81.22,15.46,10.95,26.97
PERAMBALUR,1998,Whole Year,30.5,23.5,37.5,808.76,70.0,20.57,11.78,25.0
PERAMBALUR,1998,Summer,33.5,26.99,40.0,81.23,49.82,25.82,11.48,14.67
PERAMBALUR,1999,Kharif,29.43,24.04,34.82,285.59,74.14,22.73,12.23,22.24
PERAMBALUR,1999,Rabi,26.36,21.73,31.0,480.24,75.49,18.72,13.22,26.15
PERAMBALUR,1999,Whole Year,30.5,23.5,37.5,790.06,70.0,21.86,13.07,25.0
PERAMBALUR,1999,Summer,32.06,25.12,39.01,31.88,50.77,26.35,7.65,16.14
PERAMBALUR,2000,Kharif,29.37,24.28,34.46,358.96,72.33,18.05,13.8,27.72
PERAMBALUR,2000,Rabi,26.0,20.71,31.3,580.08,76.68,17.63,11.32,33.8
PERAMBALUR,2000,Whole Year,30.5,23.5,37.5,750.22,70.0,19.57,9.61,25.0
PERAMBALUR,2000,Summer,32.69,26.34,39.03,29.91,52.29,22.52,7.37,10.25
PERAMBALUR,2001,Kharif,29.36,23.14,35.59,320.24,72.23,18.79,13.25,23.16
PERAMBALUR,2001,Rabi,27.93,22.09,33.77,355.09,79.74,17.64,13.51,34.23
PERAMBALUR,2001,Whole Year,30.5,23.5,37.5,826.99,70.0,21.83,10.66,25.0
PERAMBALUR,2001,Summer,31.38,25.21,37.56,39.6,58.82,23.35,11.37,11.19
PERAMBALUR,2002,Kharif,30.61,24.55,36.66,190.95,57.28,20.12,17.81,16.73
PERAMBALUR,2002,Rabi,27.54,20.56,34.51,188.23,72.86,18.79,11.32,19.68
PERAMBALUR,2002,Whole Year,31.4,23.5,39.3,589.59,62.0,21.61,11.82,16.25
PERAMBALUR,2002,Summer,32.6,26.19,39.02,19.13,42.27,24.79,8.2,10.0
PERAMBALUR,2003,Kharif,30.73,24.44,37.02,162.69,65.25,19.44,16.55,19.02
PERAMBALUR,2003,Rabi,27.95,22.61,33.28,245.01,72.81,16.37,10.1,17.16
PERAMBALUR,2003,Whole Year,31.4,23.5,39.3,515.7,62.0,20.41,13.92,16.25
PERAMBALUR,2003,Summer,34.44,25.32,43.56,42.91,46.6,25.86,8.74,9.39
PERAMBALUR,2004,Kharif,30.8,24.49,37.11,371.21,78.43,20.84,11.31,31.18
PERAMBALUR,2004,Rabi,26.62,21.49,31.75,410.91,76.21,15.3,10.7,34.52
PERAMBALUR,2004,Whole Year,30.5,23.5,37.5,781.26,70.0,21.71,12.98,25.0
PERAMBALUR,2004,Summer,33.32,25.39,41.26,74.35,58.18,24.59,8.76,10.79
PERAMBALUR,2005,Kharif,29.79,23.39,36.19,422.09,72.19,20.76,15.7,23.72
PERAMBALUR,2005,Rabi,26.36,20.46,32.26,528.13,78.26,17.81,8.26,34.29
PERAMBALUR,2005,Whole Year,30.5,23.5,37.5,1025.58,70.0,20.99,10.62,25.0
PERAMBALUR,2005,Summer,33.46,25.31,41.61,62.1,57.04,22.79,9.44,15.88
PERAMBALUR,2006,Kharif,29.77,23.57,35.97,302.74,68.59,18.29,11.41,21.38
PERAMBALUR,2006,Rabi,26.87,20.98,32.76,614.52,82.63,15.98,12.25,25.12
PERAMBALUR,2006,Whole Year,30.5,23.5,37.5,1098.91,70.0,20.84,9.6,25.0
PERAMBALUR,2006,Summer,34.32,26.0,42.64,97.13,55.52,23.78,11.27,16.75
PERAMBALUR,2007,Kharif,30.48,23.17,37.79,368.12,77.92,19.73,16.7,24.72
PERAMBALUR,2007,Rabi,26.79,21.18,32.41,585.15,75.67,18.8,10.77,29.81
PERAMBALUR,2007,Whole Year,30.5,23.5,37.5,1040.64,70.0,21.0,13.77,25.0
PERAMBALUR,2007,Summer,33.13,25.91,40.35,107.9,46.1,22.94,8.53,14.69
PERAMBALUR,2008,Kharif,29.69,23.12,36.25,419.41,66.41,20.61,11.18,23.86
PERAMBALUR,2008,Rabi,27.0,22.5,31.5,615.68,77.98,17.26,8.12,33.06
PERAMBALUR,2008,Whole Year,30.5,23.5,37.5,986.32,70.0,19.69,9.18,25.0
PERAMBALUR,2008,Summer,33.61,26.45,40.77,23.42,58.87,23.84,7.88,14.74
PERAMBALUR,2009,Kharif,31.31,24.65,37.97,353.83,67.22,18.37,13.36,29.34
PERAMBALUR,2009,Rabi,26.55,21.68,31.42,460.19,78.37,17.01,10.35,31.48
PERAMBALUR,2009,Whole Year,30.5,23.5,37.5,1031.73,70.0,21.66,12.71,25.0
PERAMBALUR,2009,Summer,32.99,26.29,39.69,78.76,56.7,25.16,10.25,14.92
PERAMBALUR,2010,Kharif,30.37,24.33,36.41,391.64,72.85,21.84,13.04,33.37
PERAMBALUR,2010,Rabi,26.91,22.12,31.71,715.25,87.94,18.35,13.13,36.39
PERAMBALUR,2010,Whole Year,30.5,23.5,37.5,1343.81,75.0,20.04,9.26,31.25
PERAMBALUR,2010,Summer,31.91,25.62,38.19,80.54,62.54,23.76,11.42,18.25
PERAMBALUR,2011,Kharif,30.8,24.7,36.9,578.24,72.5,21.72,14.39,34.12
PERAMBALUR,2011,Rabi,25.65,20.18,31.11,658.56,80.81,18.16,13.38,32.33
PERAMBALUR,2011,Whole Year,30.5,23.5,37.5,969.16,75.0,21.87,13.63,31.25
PERAMBALUR,2011,Summer,33.9,25.15,42.64,86.12,50.35,26.02,7.49,20.12
PERAMBALUR,2012,Kharif,29.06,23.58,34.54,420.53,72.27,22.27,16.55,30.67
PERAMBALUR,2012,Rabi,27.95,22.77,33.13,425.68,82.76,17.41,10.97,25.04
PERAMBALUR,2012,Whole Year,30.5,23.5,37.5,959.44,70.0,20.26,10.66,25.0
PERAMBALUR,2012,Summer,33.11,25.02,41.2,69.76,46.97,23.02,10.1,16.46
PERAMBALUR,2013,Kharif,29.85,24.75,34.94,275.85,79.89,20.9,13.92,24.63
PERAMBALUR,2013,Rabi,27.49,21.65,33.33,592.5,76.05,16.2,9.13,29.35
PERAMBALUR,2013,Whole Year,30.5,23.5,37.5,931.22,70.0,21.16,13.38,25.0
PERAMBALUR,2013,Summer,32.92,25.92,39.93,72.93,46.67,24.92,10.94,15.4
PUDUKKOTTAI,1997,Kharif,30.21,23.15,37.27,332.94,77.82,20.34,16.78,30.31
PUDUKKOTTAI,1997,Rabi,27.05,20.94,33.16,352.74,78.24,17.23,8.02,33.47
PUDUKKOTTAI,1997,Whole Year,30.5,23.5,37.5,871.97,70.0,21.17,12.85,25.0
PUDUKKOTTAI,1997,Summer,33.82,25.9,41.74,82.35,54.6,25.67,10.18,11.2
PUDUKKOTTAI,1998,Kharif,30.08,23.45,36.7,320.45,77.63,19.87,14.42,24.68
PUDUKKOTTAI,1998,Rabi,26.79,20.83,32.74,454.5,75.2,17.43,11.73,26.81
PUDUKKOTTAI,1998,Whole Year,30.5,23.5,37.5,858.29,70.0,21.64,11.75,25.0
PUDUKKOTTAI,1998,Summer,34.37,26.13,42.62,93.79,58.54,25.87,7.75,11.31
PUDUKKOTTAI,1999,Kharif,30.39,24.85,35.93,399.95,76.31,18.13,11.42,27.46
PUDUKKOTTAI,1999,Rabi,26.29,21.42,31.15,598.27,82.59,16.44,11.22,28.74
PUDUKKOTTAI,1999,Whole Year,30.5,23.5,37.5,903.55,70.0,20.79,10.99,25.0
PUDUKKOTTAI,1999,Summer,32.77,25.76,39.79,80.13,56.07,22.77,7.07,14.51
PUDUKKOTTAI,2000,Kharif,29.36,23.04,35.68,304.55,65.2,20.56,17.94,31.09
PUDUKKOTTAI,2000,Rabi,28.07,22.7,33.45,362.7,83.09,18.41,8.05,27.37
PUDUKKOTTAI,2000,Whole Year,30.5,23.5,37.5,756.81,70.0,20.5,9.13,25.0
PUDUKKOTTAI,2000,Summer,33.05,25.75,40.35,55.59,53.07,26.46,7.84,15.48
PUDUKKOTTAI,2001,Kharif,30.18,23.71,36.65,333.93,68.25,21.25,17.3,31.01
PUDUKKOTTAI,2001,Rabi,26.92,21.56,32.28,416.99,83.1,16.02,11.08,28.45
PUDUKKOTTAI,2001,Whole Year,30.5,23.5,37.5,1058.26,70.0,19.85,12.43,25.0
PUDUKKOTTAI,2001,Summer,32.4,25.82,38.97,44.58,47.94,24.3,10.06,17.22
PUDUKKOTTAI,2002,Kharif,31.63,24.2,39.06,239.18,65.9,18.27,17.3,15.3
PUDUKKOTTAI,2002,Rabi,28.32,21.58,35.06,282.35,67.04,18.8,8.12,16.83
PUDUKKOTTAI,2002,Whole Year,31.4,23.5,39.3,491.09,62.0,20.8,13.86,16.25
PUDUKKOTTAI,2002,Summer,33.93,25.15,42.71,52.55,41.32,25.09,11.06,8.16
PUDUKKOTTAI,2003,Kharif,30.87,24.56,37.19,161.0,71.51,21.7,11.71,15.48
PUDUKKOTTAI,2003,Rabi,27.56,20.02,35.1,264.42,69.07,15.16,12.02,21.32
PUDUKKOTTAI,2003,Whole Year,31.4,23.5,39.3,465.39,62.0,19.01,10.79,16.25
PUDUKKOTTAI,2003,Summer,35.0,25.67,44.34,59.86,41.67,25.66,8.78,7.69
PUDUKKOTTAI,2004,Kharif,29.74,24.75,34.73,470.22,78.95,18.23,13.76,24.98
PUDUKKOTTAI,2004,Rabi,26.51,21.04,31.99,395.86,83.09,18.79,9.22,27.35
PUDUKKOTTAI,2004,Whole Year,30.5,23.5,37.5,890.23,70.0,21.12,9.84,25.0
PUDUKKOTTAI,2004,Summer,34.05,26.06,42.05,42.75,59.29,26.08,10.94,15.24
PUDUKKOTTAI,2005,Kharif,31.21,24.83,37.6,325.0,68.17,20.44,17.38,31.2
PUDUKKOTTAI,2005,Rabi,27.51,21.16,33.87,449.25,75.3,16.1,9.81,32.83
PUDUKKOTTAI,2005,Whole Year,30.5,23.5,37.5,781.72,70.0,19.52,12.07,25.0
PUDUKKOTTAI,2005,Summer,33.36,26.74,39.97,25.18,49.97,26.09,11.37,10.55
PUDUKKOTTAI,2006,Kharif,29.12,23.82,34.42,269.42,74.16,20.86,10.75,24.85
PUDUKKOTTAI,2006,Rabi,27.04,22.05,32.03,412.12,83.25,16.41,9.98,25.3
PUDUKKOTTAI,2006,Whole Year,30.5,23.5,37.5,1026.87,70.0,20.98,10.71,25.0
PUDUKKOTTAI,2006,Summer,33.93,26.1,41.76,52.48,52.9,22.09,11.59,12.78
PUDUKKOTTAI,2007,Kharif,30.42,24.41,36.44,373.89,71.01,22.61,12.9,31.23
PUDUKKOTTAI,2007,Rabi,27.17,20.63,33.71,396.53,75.7,16.68,9.88,25.61
PUDUKKOTTAI,2007,Whole Year,30.5,23.5,37.5,762.31,70.0,19.52,10.89,25.0
PUDUKKOTTAI,2007,Summer,33.04,25.13,40.95,57.27,48.01,24.56,9.09,11.08
PUDUKKOTTAI,2008,Kharif,29.82,23.15,36.5,354.59,71.57,21.83,11.44,25.43
PUDUKKOTTAI,2008,Rabi,27.03,22.81,31.24,471.81,78.81,17.88,13.92,33.59
PUDUKKOTTAI,2008,Whole Year,30.5,23.5,37.5,898.62,70.0,20.13,11.93,25.0
PUDUKKOTTAI,2008,Summer,34.87,26.82,42.93,108.72,46.16,24.98,9.52,15.3
PUDUKKOTTAI,2009,Kharif,30.89,24.37,37.41,287.32,77.05,22.34,11.36,26.04
PUDUKKOTTAI,2009,Rabi,27.1,20.33,33.88,559.93,84.41,18.75,13.88,29.13
PUDUKKOTTAI,2009,Whole Year,30.5,23.5,37.5,841.59,70.0,20.9,9.94,25.0
PUDUKKOTTAI,2009,Summer,33.18,25.89,40.48,93.3,54.57,24.71,11.52,13.16
PUDUKKOTTAI,2010,Kharif,30.5,23.86,37.15,406.54,71.55,21.41,12.96,31.33
PUDUKKOTTAI,2010,Rabi,26.22,20.21,32.22,785.1,81.06,16.37,12.16,32.82
PUDUKKOTTAI,2010,Whole Year,30.5,23.5,37.5,1141.96,75.0,21.56,12.81,31.25
PUDUKKOTTAI,2010,Summer,32.79,26.44,39.14,86.7,54.03,22.68,9.64,13.19
PUDUKKOTTAI,2011,Kharif,29.48,24.2,34.76,423.59,74.97,21.85,12.12,34.86
PUDUKKOTTAI,2011,Rabi,27.41,21.4,33.41,531.08,89.95,16.18,11.48,39.15
PUDUKKOTTAI,2011,Whole Year,30.5,23.5,37.5,1214.26,75.0,21.58,9.56,31.25
PUDUKKOTTAI,2011,Summer,32.92,25.81,40.04,76.61,59.81,22.69,10.25,13.6
PUDUKKOTTAI,2012,Kharif,29.57,23.34,35.79,391.28,66.17,18.47,11.89,29.05
PUDUKKOTTAI,2012,Rabi,26.74,21.54,31.93,571.71,76.92,16.04,12.66,25.27
PUDUKKOTTAI,2012,Whole Year,30.5,23.5,37.5,817.08,70.0,20.56,13.58,25.0
PUDUKKOTTAI,2012,Summer,32.37,26.47,38.28,108.18,52.13,22.28,8.38,14.0
PUDUKKOTTAI,2013,Kharif,30.81,24.86,36.77,372.97,75.65,19.71,13.36,30.53
PUDUKKOTTAI,2013,Rabi,26.74,22.37,31.12,612.74,75.07,18.55,12.96,29.88
PUDUKKOTTAI,2013,Whole Year,30.5,23.5,37.5,995.57,70.0,19.32,12.82,25.0
PUDUKKOTTAI,2013,Summer,31.37,25.43,37.31,66.0,45.78,26.28,11.92,14.92
RAMANATHAPURAM,1997,Kharif,32.18,26.72,37.65,295.4,64.26,22.05,16.89,20.8
RAMANATHAPURAM,1997,Rabi,29.6,23.97,35.22,234.19,73.35,18.06,12.77,20.3
RAMANATHAPURAM,1997,Whole Year,32.5,25.5,39.5,769.68,65.0,19.82,12.3,18.0
RAMANATHAPURAM,1997,Summer,34.78,27.24,42.31,41.34,51.83,22.88,7.79,9.59
RAMANATHAPURAM,1998,Kharif,32.63,25.9,39.36,215.91,71.33,21.47,15.08,17.74
RAMANATHAPURAM,1998,Rabi,29.66,24.05,35.28,278.36,73.3,18.86,13.99,18.01
RAMANATHAPURAM,1998,Whole Year,32.5,25.5,39.5,698.56,65.0,20.61,11.3,18.0
RAMANATHAPURAM,1998,Summer,35.25,28.45,42.04,44.09,48.98,25.82,8.35,10.43
RAMANATHAPURAM,1999,Kharif,32.59,25.27,39.92,276.03,67.8,22.2,11.51,19.84
RAMANATHAPURAM,1999,Rabi,29.89,24.81,34.98,392.2,70.63,18.39,8.74,19.27
RAMANATHAPURAM,1999,Whole Year,32.5,25.5,39.5,737.46,65.0,19.37,12.37,18.0
RAMANATHAPURAM,1999,Summer,34.45,28.41,40.49,56.17,53.4,24.59,11.62,11.8
RAMANATHAPURAM,2000,Kharif,31.25,25.3,37.21,291.4,71.7,22.51,12.11,20.78
RAMANATHAPURAM,2000,Rabi,28.69,24.3,33.08,323.63,77.66,15.86,8.29,20.69
RAMANATHAPURAM,2000,Whole Year,32.5,25.5,39.5,572.75,65.0,20.15,13.6,18.0
RAMANATHAPURAM,2000,Summer,34.37,27.51,41.24,35.88,41.18,26.0,10.02,9.13
RAMANATHAPURAM,2001,Kharif,32.04,25.42,38.65,270.09,71.08,18.67,17.44,22.31
RAMANATHAPURAM,2001,Rabi,29.89,23.94,35.84,392.21,79.41,18.67,9.21,19.87
RAMANATHAPURAM,2001,Whole Year,32.5,25.5,39.5,587.75,65.0,19.28,10.99,18.0
RAMANATHAPURAM,2001,Summer,34.67,28.27,41.06,37.37,54.07,22.84,8.48,12.0
RAMANATHAPURAM,2002,Kharif,32.04,25.15,38.94,174.17,64.76,20.53,16.04,14.51
RAMANATHAPURAM,2002,Rabi,29.76,24.51,35.01,214.91,67.08,16.19,13.5,15.66
RAMANATHAPURAM,2002,Whole Year,33.4,25.5,41.3,353.25,57.0,21.32,13.14,11.7
RAMANATHAPURAM,2002,Summer,34.87,28.35,41.39,41.2,45.55,24.15,7.97,7.94
RAMANATHAPURAM,2003,Kharif,32.53,26.79,38.27,174.88,55.08,18.66,11.35,12.73
RAMANATHAPURAM,2003,Rabi,30.13,24.33,35.93,242.39,63.76,18.31,12.65,15.59
RAMANATHAPURAM,2003,Whole Year,33.4,25.5,41.3,366.13,57.0,20.42,12.54,11.7
RAMANATHAPURAM,2003,Summer,36.85,28.93,44.78,13.86,42.68,25.64,10.18,6.86
RAMANATHAPURAM,2004,Kharif,32.61,26.55,38.67,202.55,74.47,19.26,16.61,21.93
RAMANATHAPURAM,2004,Rabi,28.76,24.48,33.03,409.35,77.64,15.62,12.98,23.84
RAMANATHAPURAM,2004,Whole Year,32.5,25.5,39.5,639.93,65.0,21.84,11.91,18.0
RAMANATHAPURAM,2004,Summer,33.6,28.11,39.08,75.05,53.07,23.33,10.65,7.23
RAMANATHAPURAM,2005,Kharif,31.28,25.91,36.64,185.52,69.62,21.01,15.87,19.75
RAMANATHAPURAM,2005,Rabi,29.05,23.67,34.44,266.47,70.84,18.44,12.15,18.89
RAMANATHAPURAM,2005,Whole Year,32.5,25.5,39.5,588.7,65.0,21.59,13.8,18.0
RAMANATHAPURAM,2005,Summer,34.92,27.42,42.42,69.83,45.6,25.15,11.13,9.11
RAMANATHAPURAM,2006,Kharif,31.13,25.43,36.83,212.3,72.17,20.82,13.31,19.07
RAMANATHAPURAM,2006,Rabi,28.87,22.07,35.68,329.25,75.47,17.46,12.74,24.29
RAMANATHAPURAM,2006,Whole Year,32.5,25.5,39.5,558.1,65.0,20.88,10.14,18.0
RAMANATHAPURAM,2006,Summer,33.89,27.76,40.03,66.02,45.09,25.9,11.72,12.24
RAMANATHAPURAM,2007,Kharif,32.11,26.71,37.51,257.36,71.83,18.07,17.4,18.23
RAMANATHAPURAM,2007,Rabi,29.52,23.11,35.94,411.17,73.62,16.94,12.62,23.35
RAMANATHAPURAM,2007,Whole Year,32.5,25.5,39.5,703.25,65.0,19.03,10.0,18.0
RAMANATHAPURAM,2007,Summer,34.53,28.56,40.5,21.6,42.9,23.54,10.88,12.23
RAMANATHAPURAM,2008,Kharif,32.09,26.37,37.82,195.65,64.42,20.73,11.44,19.17
RAMANATHAPURAM,2008,Rabi,30.02,24.06,35.97,300.46,70.39,16.89,10.0,20.66
RAMANATHAPURAM,2008,Whole Year,32.5,25.5,39.5,616.34,65.0,21.64,11.49,18.0
RAMANATHAPURAM,2008,Summer,36.12,28.49,43.76,43.27,52.82,26.49,7.14,11.03
RAMANATHAPURAM,2009,Kharif,31.36,25.3,37.42,206.55,66.55,20.41,18.0,15.44
RAMANATHAPURAM,2009,Rabi,29.22,23.03,35.41,353.35,76.3,18.5,11.39,24.35
RAMANATHAPURAM,2009,Whole Year,32.5,25.5,39.5,574.65,65.0,20.55,9.17,18.0
RAMANATHAPURAM,2009,Summer,35.53,27.39,43.66,49.24,49.06,23.67,8.01,9.51
RAMANATHAPURAM,2010,Kharif,32.35,26.39,38.31,396.1,75.41,20.57,17.59,20.9
RAMANATHAPURAM,2010,Rabi,28.17,23.08,33.26,475.0,82.25,18.13,11.98,23.6
RAMANATHAPURAM,2010,Whole Year,32.5,25.5,39.5,690.97,70.0,21.14,12.99,22.5
RAMANATHAPURAM,2010,Summer,34.42,28.93,39.9,84.39,45.48,24.34,7.77,11.17
RAMANATHAPURAM,2011,Kharif,31.81,25.44,38.17,248.32,69.63,21.76,12.61,23.02
RAMANATHAPURAM,2011,Rabi,29.12,22.28,35.95,498.9,77.4,15.97,9.83,23.94
RAMANATHAPURAM,2011,Whole Year,32.5,25.5,39.5,736.45,70.0,19.77,12.3,22.5
RAMANATHAPURAM,2011,Summer,34.41,27.78,41.05,36.23,50.64,22.59,7.73,11.59
RAMANATHAPURAM,2012,Kharif,32.39,25.87,38.91,289.17,65.68,21.27,11.69,18.85
RAMANATHAPURAM,2012,Rabi,29.19,23.15,35.23,235.78,71.01,15.3,11.28,22.1
RAMANATHAPURAM,2012,Whole Year,32.5,25.5,39.5,522.86,65.0,20.97,12.82,18.0
RAMANATHAPURAM,2012,Summer,34.9,28.77,41.02,68.64,44.69,23.37,10.71,11.99
RAMANATHAPURAM,2013,Kharif,32.56,26.38,38.74,196.57,60.88,20.93,13.94,21.13
RAMANATHAPURAM,2013,Rabi,28.26,22.66,33.86,330.28,77.56,16.08,10.17,18.43
RAMANATHAPURAM,2013,Whole Year,32.5,25.5,39.5,553.93,65.0,20.83,11.48,18.0
RAMANATHAPURAM,2013,Summer,33.85,28.66,39.04,26.15,43.76,22.42,9.01,8.49
SALEM,1997,Kharif,24.97,18.9,31.05,619.09,84.59,22.69,14.62,36.64
SALEM,1997,Rabi,20.72,15.31,26.12,772.31,85.12,17.82,12.64,33.4
SALEM,1997,Whole Year,25.5,18.5,32.5,1417.49,78.0,21.78,12.27,32.0
SALEM,1997,Summer,28.54,21.69,35.4,68.45,54.04,23.83,10.47,18.92
SALEM,1998,Kharif,25.3,19.46,31.14,454.07,78.62,22.32,11.12,32.45
SALEM,1998,Rabi,22.38,17.98,26.79,653.89,83.88,16.08,13.28,40.86
SALEM,1998,Whole Year,25.5,18.5,32.5,993.74,78.0,21.98,13.73,32.0
SALEM,1998,Summer,29.62,21.72,37.53,92.15,54.06,26.36,10.47,15.6
SALEM,1999,Kharif,24.72,18.15,31.29,434.36,79.9,20.03,17.48,37.69
SALEM,1999,Rabi,21.97,17.91,26.03,431.17,89.1,18.26,11.09,38.84
SALEM,1999,Whole Year,25.5,18.5,32.5,1075.4,78.0,20.38,10.28,32.0
SALEM,1999,Summer,27.9,21.45,34.35,34.28,53.68,26.11,10.98,18.26
SALEM,2000,Kharif,25.64,18.37,32.9,417.67,78.46,21.65,15.14,37.76
SALEM,2000,Rabi,21.95,16.96,26.93,639.24,84.46,15.16,9.46,34.03
SALEM,2000,Whole Year,25.5,18.5,32.5,963.2,78.0,21.33,11.72,32.0
SALEM,2000,Summer,26.82,20.66,32.98,58.37,67.1,26.49,7.52,13.67
SALEM,2001,Kharif,24.55,18.77,30.33,591.62,85.47,22.34,15.88,28.89
SALEM,2001,Rabi,22.0,17.81,26.19,726.48,89.57,18.92,11.86,35.19
SALEM,2001,Whole Year,25.5,18.5,32.5,1002.97,78.0,20.1,10.0,32.0
SALEM,2001,Summer,26.66,20.74,32.58,117.79,57.55,25.31,11.83,19.05
SALEM,2002,Kharif,24.78,18.42,31.14,364.57,68.28,20.47,17.66,19.17
SALEM,2002,Rabi,23.29,17.89,28.69,279.75,81.68,16.11,8.38,28.23
SALEM,2002,Whole Year,26.4,18.5,34.3,590.25,70.0,19.81,10.2,20.8
SALEM,2002,Summer,28.37,21.95,34.79,73.6,59.44,22.1,10.17,8.87
SALEM,2003,Kharif,25.03,19.26,30.81,264.22,69.77,21.06,13.99,23.33
SALEM,2003,Rabi,22.69,15.19,30.19,467.76,75.54,18.96,9.93,23.1
SALEM,2003,Whole Year,26.4,18.5,34.3,692.21,70.0,21.35,13.77,20.8
SALEM,2003,Summer,27.81,20.89,34.73,32.08,53.92,23.65,8.19,13.63
SALEM,2004,Kharif,25.41,19.44,31.37,474.04,86.85,21.14,12.66,35.38
SALEM,2004,Rabi,21.66,17.04,26.27,598.83,91.6,18.64,11.26,40.95
SALEM,2004,Whole Year,25.5,18.5,32.5,1253.13,78.0,21.43,9.52,32.0
SALEM,2004,Summer,27.36,21.2,33.52,29.56,55.55,22.6,8.62,21.12
SALEM,2005,Kharif,24.91,18.56,31.27,425.36,80.73,18.28,15.82,30.24
SALEM,2005,Rabi,21.42,16.56,26.28,689.79,91.96,16.82,8.5,44.1
SALEM,2005,Whole Year,25.5,18.5,32.5,1174.58,78.0,19.24,9.94,32.0
SALEM,2005,Summer,27.47,21.76,33.19,46.75,54.16,22.94,9.21,19.81
SALEM,2006,Kharif,25.74,18.65,32.83,614.22,81.56,21.76,13.09,32.69
SALEM,2006,Rabi,22.85,17.69,28.02,512.31,83.8,15.39,12.33,34.93
SALEM,2006,Whole Year,25.5,18.5,32.5,1329.59,78.0,21.72,10.7,32.0
SALEM,2006,Summer,27.49,20.41,34.57,117.76,63.4,26.19,11.94,16.51
SALEM,2007,Kharif,25.67,19.6,31.74,504.08,87.87,22.06,16.68,36.5
SALEM,2007,Rabi,22.88,16.95,28.81,590.96,86.99,15.78,9.82,32.03
SALEM,2007,Whole Year,25.5,18.5,32.5,1276.75,78.0,20.82,11.02,32.0
SALEM,2007,Summer,28.11,20.07,36.16,56.76,62.32,24.32,9.73,15.45
SALEM,2008,Kharif,24.85,19.5,30.2,613.45,78.39,19.87,15.76,29.28
SALEM,2008,Rabi,22.03,16.07,28.0,429.21,84.9,16.87,13.01,41.37
SALEM,2008,Whole Year,25.5,18.5,32.5,1379.26,78.0,21.55,11.56,32.0
SALEM,2008,Summer,29.14,20.76,37.52,114.17,62.63,23.58,8.83,17.55
